,date_time,user_name,text,year_month,year_month_day,hour,weekday,user_class
36,2023-09-08 9:30:00,슈퍼노멀,"빨리 가려면 혼자 가고, 멀리 가려면 함께 가라.' 많은 분들도 많이 알고 있는 격언이지만, 정말 공감하는 말입니다!오늘도 우리 화이팅이요
",2023-09,2023-09-08,9,Friday,Not defined
37,2023-09-08 9:35:00,쏘 노비스,네~화이팅입니다^^,2023-09,2023-09-08,9,Friday,노비스
38,2023-09-08 10:26:00,글로리 - 운영진,책내용 감사합니다 ㅎㅎ 좋네요!,2023-09,2023-09-08,10,Friday,운영진
39,2023-09-08 10:30:00,용지 - 노비스,감사합니다 ㅎㅎ,2023-09,2023-09-08,10,Friday,노비스
40,2023-09-08 11:42:00,배당귀족 - 노비스,우리 모두 시작은 미약하지만 계속해서 도전하다 보면 우리가 슈퍼노말이 되고 누군가는 아무것도 없는 우리가 급성장한 모습을 롤모델 삼아서 발전할 것 같습니다. 꾸준하게 파이팅입니다.,2023-09,2023-09-08,11,Friday,노비스
41,2023-09-08 11:43:00,쏘니헨리/월천부자,승인 후 초반에 수익화 글쓰기할때는 적당히 외부 유입 유도해야겠죠..??,2023-09,2023-09-08,11,Friday,Not defined
42,2023-09-08 12:32:00,월 순수익 2억,그러면 좋을 것 같네요~!,2023-09,2023-09-08,12,Friday,Not defined
43,2023-09-08 12:45:00,보기맘 - 노비스,안녕하세요,2023-09,2023-09-08,12,Friday,노비스
44,2023-09-08 12:46:00,글로리 - 운영진,안녕하세요^^,2023-09,2023-09-08,12,Friday,운영진
45,2023-09-08 12:46:00,월 순수익 2억,안녕하세요~😄,2023-09,2023-09-08,12,Friday,Not defined
46,2023-09-08 12:46:00,보기맘 - 노비스,닉네임 똑같이 바꾸겟숨돵!,2023-09,2023-09-08,12,Friday,노비스
47,2023-09-08 12:46:00,월 순수익 2억,감사합니다~!,2023-09,2023-09-08,12,Friday,Not defined
48,2023-09-08 12:50:00,보기맘 - 노비스,안녕하세요!,2023-09,2023-09-08,12,Friday,노비스
49,2023-09-08 12:50:00,월 순수익 2억,바꾸고 오셨군요! ㅎㅎ,2023-09,2023-09-08,12,Friday,Not defined
50,2023-09-08 12:50:00,보기맘 - 노비스,네 ㅎㅎ,2023-09,2023-09-08,12,Friday,노비스
51,2023-09-08 13:10:00,정성우,반갑읍니당,2023-09,2023-09-08,13,Friday,Not defined
52,2023-09-08 13:10:00,정성우,다들 2일후부터,2023-09,2023-09-08,13,Friday,Not defined
53,2023-09-08 13:10:00,정성우,파이팅하시죠!!!!,2023-09,2023-09-08,13,Friday,Not defined
54,2023-09-08 13:11:00,월 순수익 2억,파이팅입니다!!!!!!!,2023-09,2023-09-08,13,Friday,Not defined
55,2023-09-08 18:02:00,허성빈,다들 안녕하세요~,2023-09,2023-09-08,18,Friday,Not defined
56,2023-09-08 18:03:00,월 순수익 2억,다들 어서오세요~!,2023-09,2023-09-08,18,Friday,Not defined
57,2023-09-08 18:03:00,꾸자사모,안녕하세요~~,2023-09,2023-09-08,18,Friday,Not defined
58,2023-09-08 18:04:00,정성우,반갑읍니다!!!,2023-09,2023-09-08,18,Friday,Not defined
59,2023-09-08 18:04:00,글로리 - 운영진,다들 어서오세요~!^^,2023-09,2023-09-08,18,Friday,운영진
60,2023-09-08 18:16:00,올이지 - 운영진,새로오신분들 반갑습니다~~!ㅎㅎ,2023-09,2023-09-08,18,Friday,운영진
61,2023-09-08 18:18:00,박지운 - 노비스,안녕하세요,2023-09,2023-09-08,18,Friday,노비스
62,2023-09-08 18:20:00,디노디노1-노비스,안녕하세요,2023-09,2023-09-08,18,Friday,노비스
63,2023-09-08 20:15:00,정성우,안녕하세요!!!!!,2023-09,2023-09-08,20,Friday,Not defined
64,2023-09-08 20:15:00,정성우,이모티콘,2023-09,2023-09-08,20,Friday,Not defined
65,2023-09-08 20:22:00,nj48 - 노비스,안녕하세용,2023-09,2023-09-08,20,Friday,노비스
66,2023-09-08 20:22:00,Doori,안녕하세용,2023-09,2023-09-08,20,Friday,Not defined
67,2023-09-08 20:23:00,허성빈,안녕하세요!!!!,2023-09,2023-09-08,20,Friday,Not defined
68,2023-09-08 20:23:00,rosita,안녕하세요~,2023-09,2023-09-08,20,Friday,Not defined
69,2023-09-08 20:29:00,노란배추잎-노비스,환영해용!,2023-09,2023-09-08,20,Friday,노비스
70,2023-09-08 20:35:00,정성우,반갑습니다 !!!,2023-09,2023-09-08,20,Friday,Not defined
71,2023-09-09 8:15:00,슈퍼노멀,Google에서 검색하는 방법 - Google 검색 고객센터 - https://support.google.com/websearch/answer/134479?hl=ko&sa=X&ved=2ahUKEwjL_67whdnvAhWRXcAKHbFED0AQjfsDegQIAhAB&sjid=14617799487722116599-AP,2023-09,2023-09-09,8,Saturday,Not defined
72,2023-09-09 8:16:00,슈퍼노멀,"""사용자 입장에서의 검색하는 방법""인데, 우린 여기서 ""생산자 입장에서 우리가 검색이 잘 되게 하려면 이렇게 해야한다""의 지침이 될 수 있겠네요. 읽어보시고 글 쓰실때 참고 하세요^^",2023-09,2023-09-09,8,Saturday,Not defined
73,2023-09-09 8:17:00,보기맘 - 노비스,오와 감사합니다 : ) 완전 도움이 될 것 같아요!!,2023-09,2023-09-09,8,Saturday,노비스
74,2023-09-09 8:21:00,슈퍼노멀,사진,2023-09,2023-09-09,8,Saturday,Not defined
75,2023-09-09 8:24:00,슈퍼노멀,"구글에서 검색하는 방법중에 있는 말인데요. 저는 글에 영어가 있을때 대문자써야 하나 소문자 써야하나 고민했는데, 쓸데없는 고민이었네요^^;오늘도 실천하는 하루 되세요
",2023-09,2023-09-09,8,Saturday,Not defined
76,2023-09-09 19:08:00,꼬마이엔티,안녕하세요!!,2023-09,2023-09-09,19,Saturday,Not defined
77,2023-09-09 19:08:00,꼬마이엔티,이모티콘,2023-09,2023-09-09,19,Saturday,Not defined
78,2023-09-09 19:08:00,허성빈,안녕하세욥!!!,2023-09,2023-09-09,19,Saturday,Not defined
79,2023-09-09 19:09:00,김현아,반갑습니다~!,2023-09,2023-09-09,19,Saturday,Not defined
80,2023-09-09 19:15:00,nj48 - 노비스,이모티콘,2023-09,2023-09-09,19,Saturday,노비스
81,2023-09-09 19:23:00,꾸자사모,안녕하세열~,2023-09,2023-09-09,19,Saturday,Not defined
82,2023-09-09 19:32:00,월 순수익 2억,어서오세요~,2023-09,2023-09-09,19,Saturday,Not defined
83,2023-09-09 19:34:00,정성우,어서오세여!!!,2023-09,2023-09-09,19,Saturday,Not defined
84,2023-09-09 19:42:00,슈퍼노멀,안녕하세요 😄,2023-09,2023-09-09,19,Saturday,Not defined
85,2023-09-09 20:29:00,꼬마이엔티,반갑습니다,2023-09,2023-09-09,20,Saturday,Not defined
86,2023-09-09 20:29:00,노란배추잎-노비스,반가워요!!,2023-09,2023-09-09,20,Saturday,노비스
87,2023-09-09 20:45:00,올이지 - 운영진,어서오세요~!,2023-09,2023-09-09,20,Saturday,운영진
88,2023-09-09 21:33:00,꼬마이엔티,이모티콘,2023-09,2023-09-09,21,Saturday,Not defined
89,2023-09-09 22:14:00,꾸자사모,어서오세용!,2023-09,2023-09-09,22,Saturday,Not defined
90,2023-09-09 22:15:00,열공 피치,안녕하세요!,2023-09,2023-09-09,22,Saturday,Not defined
91,2023-09-09 23:07:00,글로리 - 운영진,반갑습니다 :),2023-09,2023-09-09,23,Saturday,운영진
92,2023-09-09 23:07:00,태평양금붕어,안녕하세요!,2023-09,2023-09-09,23,Saturday,Not defined
93,2023-09-09 23:08:00,nj48 - 노비스,내일이 챌린지 시작입니당,2023-09,2023-09-09,23,Saturday,노비스
94,2023-09-09 23:08:00,nj48 - 노비스,다들 파이팅 해보자구요,2023-09,2023-09-09,23,Saturday,노비스
95,2023-09-09 23:08:00,월 순수익 2억,파이팅입니다앙~~!!,2023-09,2023-09-09,23,Saturday,Not defined
96,2023-09-09 23:08:00,조희,화이팅입니다 ~~,2023-09,2023-09-09,23,Saturday,Not defined
97,2023-09-09 23:09:00,nj48 - 노비스,이모티콘,2023-09,2023-09-09,23,Saturday,노비스
98,2023-09-09 23:16:00,호호 부는 튜브,화이팅!!,2023-09,2023-09-09,23,Saturday,Not defined
99,2023-09-09 23:20:00,허성빈,파이팅!!!,2023-09,2023-09-09,23,Saturday,Not defined
100,2023-09-09 23:44:00,김현아,홧팅입니다!!!🔥🔥,2023-09,2023-09-09,23,Saturday,Not defined
101,2023-09-09 23:44:00,태평양금붕어,화이팅이요!!,2023-09,2023-09-09,23,Saturday,Not defined
102,2023-09-09 23:45:00,슈퍼노멀,이모티콘,2023-09,2023-09-09,23,Saturday,Not defined
103,2023-09-09 23:45:00,꾸자사모,글쓰다 싸이트가 갑자기 멈췃네여 쩝 ㅎㅎ;;,2023-09,2023-09-09,23,Saturday,Not defined
104,2023-09-09 23:51:00,허성빈,잠시 쉬어가라고 멈췄나 보네요.,2023-09,2023-09-09,23,Saturday,Not defined
105,2023-09-09 23:51:00,허성빈,키워드 서치 타임 한번 가지시죠,2023-09,2023-09-09,23,Saturday,Not defined
106,2023-09-09 23:51:00,김현아,불토!!! 멋지십니당,2023-09,2023-09-09,23,Saturday,Not defined
107,2023-09-10 0:01:00,꾸자사모,넵넵 ㅎㅎ 잠깐 쉬엇다 다시 해야겟슴돵!!,2023-09,2023-09-10,0,Sunday,Not defined
108,2023-09-10 0:02:00,월 순수익 2억,이제 오늘부터 시작이네요!!!,2023-09,2023-09-10,0,Sunday,Not defined
109,2023-09-10 0:02:00,월 순수익 2억,다들 화이팅입니다👍👍,2023-09,2023-09-10,0,Sunday,Not defined
110,2023-09-10 0:03:00,김현아,홧팅입니다!!! 저는 오늘 새벽 불태워보겠읍니다,2023-09,2023-09-10,0,Sunday,Not defined
111,2023-09-10 0:03:00,월 순수익 2억,역시..! 대단하십니다 ㅎㅎ,2023-09,2023-09-10,0,Sunday,Not defined
112,2023-09-10 0:09:00,오픈채팅봇,"방장이 오픈채팅봇을 활성화했습니다.앞으로 오픈채팅봇의 자동응답을 이용하실 수 있습니다 지금 오픈채팅봇 소개를 확인해보세요
",2023-09,2023-09-10,0,Sunday,Bot
113,2023-09-10 0:09:00,김현아,"흑흑 요즘 잘 신경 못 썼어서... 정신 좀 차리려구요 ㅋㅋㅋㅋ ㅠㅠ챌린지 홧팅입니다
",2023-09,2023-09-10,0,Sunday,Not defined
114,2023-09-10 0:10:00,글로리 - 운영진,"톡게시판 '공지': 1일 차 미션- 1 워드프레스에 입문 하게 된 계기  현재 하고 있는 일 고충 등 
2 로알남 유튜브 영상쇼츠 포함 가장 인상 깊었던 영상과 이유 목표 월 수익
게시글 작성 후 채팅방에 1일차 인증 메세지와 함께 링크 보내주시면 됩니다
",2023-09,2023-09-10,0,Sunday,운영진
115,2023-09-10 0:12:00,글로리 - 운영진,"1일차 미션 공지 드립니다 :) 1-3일차는 미션을 드리니, 해당 일차에는 공지사항을 확인하시어 참여 잘 부탁드리겠습니다!^^",2023-09,2023-09-10,0,Sunday,운영진
116,2023-09-10 0:13:00,허성빈,다들 파이팅입니다!!! 함께 하면 할수있어요!!,2023-09,2023-09-10,0,Sunday,Not defined
117,2023-09-10 0:14:00,글로리 - 운영진,다들 화이팅입니다!^^,2023-09,2023-09-10,0,Sunday,운영진
118,2023-09-10 0:15:00,월 순수익 2억,파이팅입니다!!!!!😆😆,2023-09,2023-09-10,0,Sunday,Not defined
119,2023-09-10 0:48:00,현정-노비즈,이거 10일부터이지요?,2023-09,2023-09-10,0,Sunday,Not defined
120,2023-09-10 0:49:00,현정-노비즈,1일차 미션은 10일 미션인가요?,2023-09,2023-09-10,0,Sunday,Not defined
121,2023-09-10 0:49:00,월 순수익 2억,네! 12시 지났으니 오늘부터 입니다!,2023-09,2023-09-10,0,Sunday,Not defined
122,2023-09-10 0:50:00,현정-노비즈,ㅋㅋ 왜 제 폰에는 오늘이 9일로뜨죠^^;;;,2023-09,2023-09-10,0,Sunday,Not defined
123,2023-09-10 0:50:00,태평양금붕어,파이팅!!!,2023-09,2023-09-10,0,Sunday,Not defined
124,2023-09-10 0:50:00,월 순수익 2억,오잉.. 뭔가 폰에 문제가 있나봐요 ㅠㅠㅠ,2023-09,2023-09-10,0,Sunday,Not defined
125,2023-09-10 0:51:00,허성빈,헉 혹시 외국이신가요,2023-09,2023-09-10,0,Sunday,Not defined
126,2023-09-10 0:51:00,허성빈,시차 ㄷㄷ,2023-09,2023-09-10,0,Sunday,Not defined
127,2023-09-10 0:51:00,허성빈,폰 시간 설정 들어가셔서 한번 바뀌보셔요,2023-09,2023-09-10,0,Sunday,Not defined
128,2023-09-10 0:51:00,배한결,사실 오늘은 9일입니다,2023-09,2023-09-10,0,Sunday,Not defined
129,2023-09-10 0:51:00,배한결,여러분들 모두 오늘 9일로 세팅하세요,2023-09,2023-09-10,0,Sunday,Not defined
130,2023-09-10 0:52:00,허성빈,설정 ㅡ 날짜 및 시간 설정 한번 들어가보셔서 만져보세요,2023-09,2023-09-10,0,Sunday,Not defined
131,2023-09-10 0:53:00,허성빈,갤럭시 기준입니다,2023-09,2023-09-10,0,Sunday,Not defined
132,2023-09-10 0:55:00,현정-노비즈,;;;,2023-09,2023-09-10,0,Sunday,Not defined
133,2023-09-10 0:56:00,현정-노비즈,이제야 바꼈네요~;;;  폰도 게을러~,2023-09,2023-09-10,0,Sunday,Not defined
134,2023-09-10 0:56:00,월 순수익 2억,ㅋㅋㅋㅋㅋㅋㅋㅋ,2023-09,2023-09-10,0,Sunday,Not defined
135,2023-09-10 0:57:00,김현아,ㅋㅋㅋㅋㅋㅋㅋ,2023-09,2023-09-10,0,Sunday,Not defined
136,2023-09-10 0:58:00,Doori,그 오늘부터 이제 시작이니까,2023-09,2023-09-10,0,Sunday,Not defined
137,2023-09-10 0:58:00,Doori,오늘 미션은 내일 오후12시 전까지로 올리면 괜찮은거죵?!,2023-09,2023-09-10,0,Sunday,Not defined
138,2023-09-10 0:58:00,Doori,11일 오후12시,2023-09,2023-09-10,0,Sunday,Not defined
139,2023-09-10 0:59:00,글로리 - 운영진,네 맞습니다.,2023-09,2023-09-10,0,Sunday,운영진
140,2023-09-10 0:59:00,월 순수익 2억,오후 11시 59분 59초면 전이면 될 것 같네요!,2023-09,2023-09-10,0,Sunday,Not defined
141,2023-09-10 1:02:00,배당귀족 - 노비스,"어떻게 하라는건지 잘 모르겠네요 1,2번을 제 블로그에 쓰고 링크를 보내달라는 건가요?",2023-09,2023-09-10,1,Sunday,노비스
142,2023-09-10 1:04:00,글로리 - 운영진,1.2번 내용을 카페에 쓰고 해당 게시글 링크와 함께 1일차 인증이라 하고 여기 단톡방에다 올려주시면 된다는 말입니다.,2023-09,2023-09-10,1,Sunday,운영진
143,2023-09-10 1:06:00,배당귀족 - 노비스,링크는 어떤 링크를 보내면 되나요?,2023-09,2023-09-10,1,Sunday,노비스
144,2023-09-10 1:07:00,현정-노비즈,매일 미션이 있는거지요?,2023-09,2023-09-10,1,Sunday,Not defined
145,2023-09-10 1:07:00,글로리 - 운영진,미션글 게시글 링크입니다.,2023-09,2023-09-10,1,Sunday,운영진
146,2023-09-10 1:08:00,글로리 - 운영진,로마드에 미션은 1-3일차만 있다고 공지에 적혀있습니다.,2023-09,2023-09-10,1,Sunday,운영진
147,2023-09-10 1:09:00,배당귀족 - 노비스,미션글 게시글이요?,2023-09,2023-09-10,1,Sunday,노비스
148,2023-09-10 1:09:00,배당귀족 - 노비스,아 이제이해했습니다. 카페에 쓴 링크를,2023-09,2023-09-10,1,Sunday,노비스
149,2023-09-10 1:09:00,배당귀족 - 노비스,여기로 보내라는 뜻인가요?,2023-09,2023-09-10,1,Sunday,노비스
150,2023-09-10 1:10:00,배당귀족 - 노비스,운영자님 1대1 채팅으로 보내면되나요?,2023-09,2023-09-10,1,Sunday,노비스
151,2023-09-10 1:10:00,글로리 - 운영진,여기 설명보시면 여기 단톡방에다 올려달라고 말씀드렸습니당,2023-09,2023-09-10,1,Sunday,운영진
152,2023-09-10 1:11:00,배당귀족 - 노비스,네 알겠습니다 감사합니다,2023-09,2023-09-10,1,Sunday,노비스
153,2023-09-10 1:11:00,글로리 - 운영진,네넵!^^,2023-09,2023-09-10,1,Sunday,운영진
154,2023-09-10 1:37:00,오픈채팅봇,"안녕하세요 [로알남 X 작심 2주 챌린지]에 참여해주심에 감사드립니다.13일차는 미션이 주어질 예정이니 해당 미션은 공지사항을 확인해주시면 됩니다 
",2023-09,2023-09-10,1,Sunday,Bot
155,2023-09-10 1:41:00,허성빈,안녕하세요 바로 공지사항 확인해주시고 챌린지 도전해주시면 됩니다.,2023-09,2023-09-10,1,Sunday,Not defined
156,2023-09-10 2:36:00,JJF,"https://cafe.naver.com/roalnam/163441일차 인증합니다 🙌
",2023-09,2023-09-10,2,Sunday,Not defined
157,2023-09-10 2:41:00,월 순수익 2억,이야 빠르시군요!!!,2023-09,2023-09-10,2,Sunday,Not defined
158,2023-09-10 2:45:00,JJF,사진,2023-09,2023-09-10,2,Sunday,Not defined
159,2023-09-10 2:45:00,JJF,"작성하고 있던 글이라서, 챌린지 시작하면서 올릴 수 있었네요 :)",2023-09,2023-09-10,2,Sunday,Not defined
160,2023-09-10 2:46:00,JJF,워프 글쓰기화면에서 표시되는 글자수와 단어수가 정확한지 의문이네요;; 2분만에 읽을 수 있는 글은 아닌데..,2023-09,2023-09-10,2,Sunday,Not defined
161,2023-09-10 2:53:00,허성빈,방문자가 2분만에 나간 기록이 있나요?,2023-09,2023-09-10,2,Sunday,Not defined
162,2023-09-10 2:54:00,허성빈,아아 위의 사진으로 봤어야 하는거군요.,2023-09,2023-09-10,2,Sunday,Not defined
163,2023-09-10 2:56:00,허성빈,제가 알기로는 정확할텐데 아래 사이트에서 글 붙여넣기 한번 해보시겠어요?,2023-09,2023-09-10,2,Sunday,Not defined
164,2023-09-10 2:56:00,허성빈,https://www.thewordcracker.com/counter/,2023-09,2023-09-10,2,Sunday,Not defined
165,2023-09-10 2:56:00,허성빈,한번 해보시고 비교해보셔요,2023-09,2023-09-10,2,Sunday,Not defined
166,2023-09-10 3:02:00,JJF,감사합니다! 참고하겠습니다 :) 로알남에는 좋은 기버분들이 정말 많네요!,2023-09,2023-09-10,3,Sunday,Not defined
167,2023-09-10 3:56:00,오픈채팅봇,"안녕하세요 [로알남 X 작심 2주 챌린지]에 참여해주심에 감사드립니다.13일차는 미션이 주어질 예정이니 해당 미션은 공지사항을 확인해주시면 됩니다 
",2023-09,2023-09-10,3,Sunday,Bot
168,2023-09-10 5:00:00,설꿍이-노비스,"https://cafe.naver.com/roalnam/163461일차 인증합니다 
",2023-09,2023-09-10,5,Sunday,노비스
169,2023-09-10 5:10:00,월 순수익 2억,멋지십니다!!!,2023-09,2023-09-10,5,Sunday,Not defined
170,2023-09-10 5:21:00,오픈채팅봇,"안녕하세요 [로알남 X 작심 2주 챌린지]에 참여해주심에 감사드립니다.13일차는 미션이 주어질 예정이니 해당 미션은 공지사항을 확인해주시면 됩니다 
",2023-09,2023-09-10,5,Sunday,Bot
171,2023-09-10 7:02:00,오픈채팅봇,"안녕하세요 [로알남 X 작심 2주 챌린지]에 참여해주심에 감사드립니다.13일차는 미션이 주어질 예정이니 해당 미션은 공지사항을 확인해주시면 됩니다 
",2023-09,2023-09-10,7,Sunday,Bot
172,2023-09-10 8:05:00,전재경,"https://cafe.naver.com/roalnam/16348?tc=shared_link 1일차 인증입니다
",2023-09,2023-09-10,8,Sunday,Not defined
173,2023-09-10 9:07:00,릴모,"https://cafe.naver.com/roalnam?iframe_url_utf8=%2FArticleRead.nhn%253Fclubid%3D30935751%2526articleid%3D16354%2526commentFocus%3Dtrue1일차 미션 완료했습니다
",2023-09,2023-09-10,9,Sunday,Not defined
174,2023-09-10 9:12:00,오픈채팅봇,"안녕하세요 [로알남 X 작심 2주 챌린지]에 참여해주심에 감사드립니다.13일차는 미션이 주어질 예정이니 해당 미션은 공지사항을 확인해주시면 됩니다 
",2023-09,2023-09-10,9,Sunday,Bot
175,2023-09-10 9:13:00,nj48 - 노비스,링크 잘못거신거 같아용!,2023-09,2023-09-10,9,Sunday,노비스
176,2023-09-10 9:15:00,릴모,"링크 이동이 안되나요?카페 1일차 인증 게시글로 저는 이동이 되는 거 같은데
",2023-09,2023-09-10,9,Sunday,Not defined
177,2023-09-10 9:15:00,릴모,아 모바일로 하니까 안되네요 감사합니다.,2023-09,2023-09-10,9,Sunday,Not defined
178,2023-09-10 9:16:00,nj48 - 노비스,넵,2023-09,2023-09-10,9,Sunday,노비스
179,2023-09-10 9:20:00,릴모,"https://cafe.naver.com/roalnam/16354?viewType=pc1일치 미션 인증합니다 
링크 수정했습니다 감사합니다
",2023-09,2023-09-10,9,Sunday,Not defined
180,2023-09-10 9:50:00,호호 부는 튜브,"https://cafe.naver.com/roalnam/163591일차 미션 인증합니다 
",2023-09,2023-09-10,9,Sunday,Not defined
181,2023-09-10 9:57:00,오픈채팅봇,"안녕하세요 [로알남 X 작심 2주 챌린지]에 참여해주심에 감사드립니다.13일차는 미션이 주어질 예정이니 해당 미션은 공지사항을 확인해주시면 됩니다 
",2023-09,2023-09-10,9,Sunday,Bot
182,2023-09-10 10:06:00,꾸자사모,반갑습니다^^,2023-09,2023-09-10,10,Sunday,Not defined
183,2023-09-10 10:06:00,잇찬 - 노비스,안녕하세요! :),2023-09,2023-09-10,10,Sunday,노비스
184,2023-09-10 10:07:00,nj48 - 노비스,https://cafe.naver.com/roalnam/16361?boardType=L,2023-09,2023-09-10,10,Sunday,노비스
185,2023-09-10 10:07:00,nj48 - 노비스,1일차 미션 인증합니다.,2023-09,2023-09-10,10,Sunday,노비스
186,2023-09-10 10:47:00,쏘니헨리/월천부자,https://cafe.naver.com/roalnam/16364?boardType=L 1일차 미션 인증합니다 감사합니다,2023-09,2023-09-10,10,Sunday,Not defined
187,2023-09-10 10:56:00,오픈채팅봇,"안녕하세요 [로알남 X 작심 2주 챌린지]에 참여해주심에 감사드립니다.13일차는 미션이 주어질 예정이니 해당 미션은 공지사항을 확인해주시면 됩니다 
",2023-09,2023-09-10,10,Sunday,Bot
188,2023-09-10 11:15:00,꾸자사모,반갑습니다~~!!,2023-09,2023-09-10,11,Sunday,Not defined
189,2023-09-10 11:45:00,용지 - 노비스,반갑습니닷,2023-09,2023-09-10,11,Sunday,노비스
190,2023-09-10 11:54:00,오아시스 - 노비스,https://cafe.naver.com/roalnam/16369 1일차 미션 인증합니다 감사합니다.,2023-09,2023-09-10,11,Sunday,노비스
191,2023-09-10 11:55:00,nj48 - 노비스,다들 열심히 해주시는게 보기 좋네요..!!,2023-09,2023-09-10,11,Sunday,노비스
192,2023-09-10 11:57:00,Young Studio - 노비스,저 궁금한게 있습니다,2023-09,2023-09-10,11,Sunday,노비스
193,2023-09-10 11:57:00,Young Studio - 노비스,21일의 법칙인데 왜 작심 2주인가요?,2023-09,2023-09-10,11,Sunday,노비스
194,2023-09-10 11:57:00,레미⭐️,https://cafe.naver.com/roalnam/16370,2023-09,2023-09-10,11,Sunday,Not defined
195,2023-09-10 11:58:00,레미⭐️,참여했습니다 . 챌린지 좋네요!,2023-09,2023-09-10,11,Sunday,Not defined
